2020-04-08,761550,274000,35900,363650,199900,5700
2020-03-13,1500,0,214400,310500,288500,0
2020-03-20,13400,0,132400,808200,622800,1100
2020-03-23,3000,0,64000,5400,0,0
2020-04-09,875050,379500,24600,177950,135800,103400
2020-04-10,256995,27500,29300,775205,441155,12600
2020-04-13,1114600,672500,62100,123600,34000,8900
2020-04-14,973600,539700,92000,245000,120800,431600
2020-04-15,295500,70000,75400,760100,322500,8500
2020-04-16,8750,0,374900,791150,495600,0
2020-04-17,197400,79200,210100,1018000,637100,10100
2020-04-20,92600,0,47100,277900,122800,15100
2020-04-21,1480900,1064300,186300,460600,281400,44000
2020-04-22,612800,77200,46300,504300,336800,14900
2020-04-23,312550,150700,38800,556050,292600,17300
2020-04-24,439400,265100,150400,1890600,1146000,21600
2020-04-27,488200,320500,137800,2200200,1342000,9400
2020-04-28,32250,0,27400,1167950,843700,5800
2020-04-29,133100,29000,24300,521800,316400,12300
2020-05-04,39100,0,30200,63300,0,3500
2020-05-05,232450,91200,22700,1010450,800100,27500
