2020-04-08,51050,0,3600,59050,0,6500
2020-03-13,44650,23000,769800,669950,373200,21700
2020-03-20,122550,36900,17700,68750,37000,15300
2020-03-23,77700,29300,5200,151000,50200,51300
2020-04-09,243550,104500,9300,117350,53800,23900
2020-04-10,212550,60600,41000,234950,148900,32100
2020-04-13,102150,22900,18400,150550,54000,15200
2020-04-14,87100,26400,19200,167700,52600,27900
2020-04-15,284450,117300,26900,195050,90000,34100
2020-04-16,54550,0,14500,81350,16500,10400
2020-04-17,133150,56750,18700,151750,65450,22000
2020-04-20,108200,36100,37500,192100,102700,17300
2020-04-21,137850,26900,57500,356050,141600,32700
2020-04-22,148550,8000,35000,178750,68600,17700
2020-04-23,140400,83200,31900,188200,134600,2200
2020-04-24,19628,6600,14300,74072,22472,2600
2020-04-27,77600,10000,34100,213400,125700,19200
2020-04-28,64850,26600,33900,132450,47000,16300
2020-04-29,19450,0,14900,79950,32300,4200
2020-05-04,16300,0,10300,27400,0,14700
2020-05-05,18050,0,2100,53650,28100,6400
