Year,Quarter,1. Sales,2. Sales deductions,3. Net sales,4. Cost of sales,5. Gross Profit,6. Financial income,7. of which: interest expenses,Interest expenses,8.Selling expenses,9. General and admin expenses,10 Operating profit/(loss),11. Other incomes,12. Other expenses,13. Net other income/(expenses),13b. Venture company profit/(loss),14. Net accounting profit/(loss) before tax,15. Business income tax - current,16. Business income tax - deferred,17. Business income tax expenses,18. Net profit/(loss) after tax,19. Minority Interests,20. Attributable to parent company,21. EPS Basis,22. EPS Diluted
2008,0,12220047333,0,12220047333,-5210632869,7009414464,18896581481,-119766093,-108333333,0,-3839924202,21946305650,4945417390,0,4945417390,0,26891723040,-7482090167,-27829299,-7509919466,19381803574,0,19381803574,2955,0
2009,0,15385739513,0,15385739513,-5055205910,10330533603,10110670835,-233838350,-212500001,0,-4988832131,15218533957,4436393499,0,4436393499,0,19654927456,-3134281775,-43496186,-3177777961,16477149495,0,16477149495,2512,0
2010,0,23071696032,0,23071696032,-7622752504,15448943528,18720334684,-84894215,-6450000,0,-7543295758,26541088239,1536075749,-24011,1536051738,0,28077139977,-6498329091,-38081021,-6536410112,21540729865,0,21540729865,3166,0
2011,0,35731789665,0,35731789665,-13694825735,22036963930,15546771986,-1043993525,-949152802,0,-9588989632,26950752759,1697453949,-183358867,1514095082,0,28464847841,-6064920494,-1113399,-6066033893,22398813948,0,22398813948,2732,0
2012,0,40831036884,0,40831036884,-18166605245,22664431639,9977234162,-1061956073,-961470967,0,-11130004798,20449704930,3916242858,-52670000,3863572858,0,24313277788,-3264977896,-72207425,-3337185321,20976092467,0,20976092467,2558,0
2013,0,47131595521,0,47131595521,-22001287484,25130308037,6991318235,-791105311,-710584500,0,-11003173806,20327347155,9425709379,-34422528,9391286851,0,29718634006,-3534409623,-900596675,-4435006298,25283627708,0,25283627708,3083,0
2014,0,61902906539,0,61902906539,-25757674595,36145231944,8205162043,-529875333,-468780900,0,-15264334362,28556184292,54873557,-230423128,-175549571,0,28380634721,-3710527655,-76681048,-3787208703,24593426018,0,24593426018,2999,0
2015,0,67397918810,0,67397918810,-33502224062,33895694748,6463169214,-84505309,-69584133,0,-15340579011,24933779642,242246758,0,242246758,0,25176026400,-2305014091,18362770,-2286651321,22889375079,0,22889375079,2791,-62016
2016,0,59390847713,0,59390847713,-27381335248,32009512465,5538963836,-34770,0,0,-15936030291,21612411240,3325137890,0,3325137890,0,24937549130,-2163094435,-81332643,-2244427078,22693122052,0,22693122052,2767,0
2017,0,70830789628,0,70830789628,-35293631115,35537158513,3225182478,-74159,0,0,-16959400903,21802865929,6459306894,-67426949,6391879945,0,28194745874,-2462063605,-10156432,-2472220037,25722525837,0,25722525837,3137,0
2018,0,68369463986,0,68369463986,-31917730842,36451733144,4536118068,-19726028,-19726028,0,-18472093413,22496031771,3764817373,-88970799,3675846574,0,26171878345,-3093377012,-10156432,-3103533444,23068344901,0,23068344901,2813,0
2019,0,183774710168,0,183774710168,-77589921878,106184788290,14501429640,-2906629,0,0,-19723801040,100959510261,4848763249,-2890178046,1958585203,0,102918095464,-17883190372,-10156432,-17893346804,85024748660,0,85024748660,9854,0
