Year,Quarter,1. Cash from sales and provide services andother revenue,2. Cash paid to suppliers of goodsand services,3. Cash payments to employees,4. Interest payments,5. Cash paid for corporate incometax,6. Proceeds from business,7. Cash for other business activities,8. Accumulated depreciation,Net cash inflows(outflows) from operating activities,1. Purchases of fixed assets and other long term assets,2. Proceeds from disposal of fixed assets,"3. Loans granted, purchases of debt instruments",4. ,5. Investments in other entities,6. Proceeds from divestment in other entities,7. Dividends and interest received,Net cash inflows/(outflows) from investing activities,1. Proceeds from issue of shares,2. Payments for share returns and repurchases,3. Proceeds from borrowings,4. Repayment of borrowings,5. Finance lease principal payments,6. Dividends paid,7. Interest received,Net cash inflows/(outflows) from financing activities,Net increase in cash and cash equivalents,Cash and cash equivalents at the beginning period,Effect of foreign exchange differences,Cash and cash equivalents at the end of period
2011,0,249540871406,-45467431058,-12948883210,-71484586470,0,317753548,-836710526,55736605657,119121013690,-48822920013,0,0,0,0,0,516025186,-48306894827,0,-896900312,38709754196,-86758163952,0,-12137450974,0,-61082761042,9731357821,5318511122,-616362,15049252581
2012,0,204149980391,-29253492451,-10176235841,-73253659148,-2066698702,36020912134,-4850482555,40201243508,120570323828,-88583738296,0,0,0,0,0,247394392,-88336343904,0,0,57000000000,-71906465645,0,-20528950927,0,-35435416572,-3201436648,15049252581,-41663,11847774270
2013,0,178339319979,-55947517504,-11019820094,-63763700974,-1168270288,51003235799,-7090249879,40822333042,90352997039,-43953179323,0,0,0,0,0,262003888,-43691175435,1905000000,0,98364000000,-130717639818,0,-7655025448,0,-38103665266,8558156338,11847774270,190837,20406121445
2014,0,269321311441,-73516580757,-14864731373,-47555112610,-3264184240,8181475215,-20920166848,35589069550,117382010828,-13720407376,0,0,0,0,0,492304624,-13228102752,0,0,78900000000,-145260676592,0,-53678034304,0,-120038710896,-15884802820,20406121445,187398,4521506023
2015,0,158368508530,-24983045091,-10834732993,-62352323919,-2577028486,31147804023,-30504629674,37225591748,58264552390,-2013180050,0,0,0,0,0,86186919,-1926993131,0,0,632454000000,-651344909612,0,-41129995487,0,-60020905099,-3683345840,4521506023,0,838160183
2016,0,246259882759,-24760519175,-15344209688,-64085675264,-5623744468,45449235331,-55024663592,38336055325,126870305903,-410349329,0,0,0,0,0,33271356,-377077973,0,0,12750300077,-73830300077,0,-51431604970,0,-112511604970,13981622960,838160183,0,14819783143
2017,0,332390760450,-29733526301,-22748691024,-58155363221,-11853193224,64226397478,-83156001276,60936094196,190970382882,-5250330712,0,0,0,0,0,192569930,-5057760782,0,-930000,3439776200,-72459776200,0,-79088026283,0,-148108956283,37803665817,14819783143,0,52623448960
2018,0,253007765980,-44403068056,-16866304335,-52796390574,-7528263317,53752795078,-66209442809,40587400535,118957091967,-3934498844,0,0,0,0,0,469724799,-3464774045,0,0,0,-67870000000,0,-88975209268,0,-156845209268,-41352891346,52623448960,0,11270557614
2019,0,284873175160,-41801033571,-18023972749,-48936431715,-6561387700,76363121941,-87988646210,43058074606,157924825156,-21694972789,0,0,0,0,0,476913962,-21218058827,0,-1717848921,105994966304,-167725000000,0,-71529536062,0,-134977418679,1729347650,11270557614,0,12999905264
