Year,Quarter,1. Cash from sales and provide services andother revenue,2. Cash paid to suppliers of goodsand services,3. Cash payments to employees,4. Interest payments,5. Cash paid for corporate incometax,6. Proceeds from business,7. Cash for other business activities,8. Accumulated depreciation,Net cash inflows(outflows) from operating activities,1. Purchases of fixed assets and other long term assets,2. Proceeds from disposal of fixed assets,"3. Loans granted, purchases of debt instruments",4. ,5. Investments in other entities,6. Proceeds from divestment in other entities,7. Dividends and interest received,Net cash inflows/(outflows) from investing activities,1. Proceeds from issue of shares,2. Payments for share returns and repurchases,3. Proceeds from borrowings,4. Repayment of borrowings,5. Finance lease principal payments,6. Dividends paid,7. Interest received,Net cash inflows/(outflows) from financing activities,Net increase in cash and cash equivalents,Cash and cash equivalents at the beginning period,Effect of foreign exchange differences,Cash and cash equivalents at the end of period
2009,1,71118422457,-28176985632,-93231596435,-926577546,0,47891827,-22442891224,4942629649,-73611736553,-276356937,7115737000,-1000000000,3229398100,-5150000000,0,1730129958,5648908121,0,0,0,-1286055903,0,-5775300000,0,-7061355903,-75024184335,150076633193,0,75052448858
2009,2,127398454358,-61205643493,-122871522047,-1335572278,0,248206894,-26534872677,6586857748,-84300949243,-14172989440,10718395000,-1500000000,1000000000,-13300000000,0,2161017849,-15093576591,0,0,1093020078,-2575252755,0,-5775300000,0,-7257532677,-106652058511,150076633193,0,43424574682
2010,1,94946271822,-31077311070,-95233476900,-843365374,-6359719228,1315173820,-22373207978,5432434791,-59625634908,-1552182001,6379804824,0,0,0,100000000,3665729760,8593352583,0,0,0,-2396377245,0,-6300000,0,-2402677245,-53434959570,245240326263,-2827936344,188977430349
2010,2,180503729347,-54093846027,-117072246422,-1907749037,-9240739511,3979859670,-56405178908,0,-54236170888,-6099320211,17620222002,-10000000000,9071311000,-6840000000,0,8037119475,11789332266,0,0,0,-3190233957,-50000100000,0,0,-53190333957,-95637172579,245240326263,-2827936344,146775217340
2010,3,439289722045,-80966001283,-161116525280,-2058890625,-17595983779,17708084268,-90243439732,0,105016965614,-14185656612,18799755702,-20000000000,9809292900,-6840000000,0,12505057294,88449284,0,0,0,-4764385686,0,-60000100000,0,-64764485686,40340929212,245240326263,-2827936344,282753319131
2011,1,361510413525,-43884799841,-183229628693,-840406827,-12141429909,2645274664,-16340270439,0,107719152480,-4088798209,54966044407,-45650000000,15000000000,0,0,4917913578,25145159776,0,0,0,-1813096712,0,-44404065000,0,-46217161712,86647150544,441206515269,5544071672,533397737485
2011,2,106049176962,-38001637349,-51298836436,-461925198,-7743886182,1206434675,-60366737835,0,-50617411363,-10757590426,2560503344,0,0,-3000000000,0,15615753795,4418666713,0,0,0,-9794105360,0,-44395582500,0,-54189687860,-100388432510,533397737485,0,433009304975
2011,3,383779413624,-36080635873,-85204501234,-558141199,-18904685082,4065157802,-58600473942,0,188496134096,-5926894584,1958974000,-1000000000,5000000000,0,0,19997776120,20029855536,0,0,-12824557432,11607202072,0,0,0,-1217355360,207308634272,433009304975,0,640317939247
2011,4,375191842501,-34749621968,-101421731081,-266104574,-22410569291,3769364285,-200329096213,0,19784083659,-4069522449,11254604792,0,2000000000,-5560000000,0,20630108907,24255191250,0,0,12824557432,-21641912792,0,0,0,-8817355360,35221919549,640317939247,-551766549,674988092247
2012,1,240436066048,-48760307229,-219024064525,-356640180,-15829704007,2071245721,-86433946325,0,-127897350497,-1767414770,50076399682,0,27000000000,-14000000000,0,13306350740,74615335652,0,0,0,-1217355360,0,-44392650000,0,-45610005360,-98892020205,674988426269,551766549,576648172613
