2020-04-08,420105,306170,31190,590245,555420,31870
2020-03-13,831083,714793,14590,1217987,1046797,108720
2020-03-20,480012,399062,17550,1031808,947718,93700
2020-03-23,50155,15000,18770,974795,857420,23610
2020-04-09,1887463,1442463,214010,556397,424930,181200
2020-04-10,680556,491686,90850,848814,711084,70890
2020-04-13,777941,574060,26930,545819,407479,124660
2020-04-14,1253563,852313,173480,1211657,912957,364690
2020-04-15,651805,369625,67840,1012935,855375,53340
2020-04-16,978411,680736,174490,761439,510034,278630
2020-04-17,696491,417397,119690,1172399,954273,107000
2020-04-20,800349,501200,91270,714101,509711,186350
2020-04-21,560826,363276,218250,2143304,1848994,172610
2020-04-22,266353,171799,28430,864557,748571,31160
2020-04-23,152995,101530,32980,399775,298565,34170
2020-04-24,1787321,1580630,87770,1285469,1090799,59300
2020-04-27,523213,350923,23560,584947,387197,44200
2020-04-28,77400,44340,780,124320,87760,1500
2020-04-29,193142,79720,8300,421248,292578,8120
2020-05-04,50430,10000,16790,418490,306730,22940
2020-05-05,35890,0,19850,131310,70000,2130
