disclosuredDate,group,type,typeDesc,effectiveDate,expiredDate,actualDate,content,dividend,ratio,divPeriod,divYear
2013-07-08,stockAlert,listedHnx,Ngày giao dịch đầu tiên trên HNX,2013-07-17,,,Giá tham chiếu 11.500đ/cp,,,,
2014-04-26,investorRight,MEETING,Họp cổ đông,2014-05-05,2014-06-07,2014-06-07,Đại hội cổ đông thường niên năm 2014,,,,
2014-08-15,investorRight,STOCKDIV,Cổ tức bằng cổ phiếu,2014-08-22,2014-08-26,,"Trả cổ tức năm 2013, Tỷ lệ 100:7",,7,,2013
2014-12-22,schedEvent,schedUpdate,Dự kiến giao dịch bổ sung,2014-12-25,,,Số lượng 288.376 cp,,,,
2015-03-24,investorRight,MEETING,Họp cổ đông,2015-03-30,,,ĐHĐCĐ thường niên năm 2015,,,,
2015-05-13,investorRight,DIVIDEND,Cổ tức bằng tiền,2015-05-18,2015-06-05,2015-06-05,Trả cổ tức năm 2014 (1.000đ/cp),1000,10,,2014
2015-08-18,investorRight,MEETING,Họp cổ đông,2015-08-21,,,ĐHCĐ bất thường năm 2015,,,,
2015-09-15,schedEvent,schedIssue,Dự kiến phát hành,,,,Phát hành cổ phiếu cho cổ đông hiện hữu,,,,
2015-11-20,investorRight,ISSUE,Phát hành thêm,2015-11-25,2016-01-11,,"Tỷ lệ 10:5, giá 10.000đ/cp",,50,,
2015-11-20,investorRight,DIVIDEND,Cổ tức bằng tiền,2015-11-25,2016-01-04,2016-01-04,Trả cổ tức năm 2015 (900 đ/cp),900,9,,2015
2016-02-25,schedEvent,schedUpdate,Dự kiến giao dịch bổ sung,2016-03-04,,,Số lượng 451.417 cp,,,,
2016-05-16,investorRight,MEETING,Họp cổ đông,2016-05-24,2016-06-15,2016-06-15,ĐHĐCĐ thường niên năm 2016,,,,
2016-06-16,schedEvent,schedDiv,Dự kiến cổ tức,,,,Dự kiến chi trả cổ tức 15% cho năm 2016,,15,,2016
2016-06-20,investorRight,DIVIDEND,Cổ tức bằng tiền,2016-07-04,2016-07-15,2016-07-15,Trả cổ tức còn lại năm 2015 (600 đ/cp),600,6,,2015
2017-04-19,schedEvent,schedDiv,Dự kiến cổ tức,2017-06-16,2017-06-16,,Dự kiến phát hành cổ phiếu để trả cổ tức năm 2016 ( tỷ lệ 10%),,10,,
2017-04-28,investorRight,MEETING,Họp cổ đông,2017-04-20,2017-05-13,2017-05-13,ĐHĐCĐ thường niên năm 2017,,,,
2017-05-19,schedEvent,schedDiv,Dự kiến cổ tức,,,,Dự kiến chi trả cổ tức năm 2016 (500 đ/cp).,500,5,,2016
2017-06-07,investorRight,STOCKDIV,Cổ tức bằng cổ phiếu,2017-06-16,2017-06-19,,"Trả cổ tức năm 2016, Tỷ lệ 100:10",,10,,2016
2017-06-07,investorRight,DIVIDEND,Cổ tức bằng tiền,2017-06-16,2017-06-30,2017-06-30,Trả cổ tức năm 2016 (500 đ/cp),500,5,,2016
2017-08-18,schedEvent,schedUpdate,Dự kiến giao dịch bổ sung,2017-08-22,,,Số lượng 485954CP,,,,
2018-01-10,investorRight,MEETING,Họp cổ đông,2018-02-01,2018-03-31,2018-03-31,ĐHCĐ thường niên năm 2018,,,,
2018-05-31,schedEvent,schedDiv,Dự kiến cổ tức,2018-06-18,2018-06-18,,"Dự kiến phát hành 741.862 cp trả cổ tức năm 2017, tỷ lệ 100:15",,15,,2017
2018-06-06,investorRight,STOCKDIV,Cổ tức bằng cổ phiếu,2018-06-18,2018-06-19,,"Trả cổ tức năm 2017, Tỷ lệ 100:15",,15,,2017
2018-08-09,schedEvent,schedUpdate,Dự kiến giao dịch bổ sung,2018-08-14,,,Số lượng 741810 cp,,,,
2018-10-04,schedEvent,schedDiv,Dự kiến cổ tức,,,,Trả cổ tức năm 2018 (1000 đ/cp),1000,10,,2018
2018-10-10,investorRight,DIVIDEND,Cổ tức bằng tiền,2018-10-18,2018-10-31,2018-10-31,Trả cổ tức năm 2018 (1000 đ/cp),1000,10,,2018
2019-01-30,investorRight,MEETING,Họp cổ đông,2019-02-27,2019-03-30,2019-03-30,ĐHĐCĐ thường niên năm 2019,,,,
2019-04-09,investorRight,DIVIDEND,Cổ tức bằng tiền,2019-04-22,2019-05-10,2019-05-10,Trả cổ tức đợt 2/2018 (1000 đ/cp),1000,10,2,2018
2019-08-27,stockAlert,nomargin,CP không đủ điều kiện GD ký quỹ,2019-08-29,2020-04-01,,Chậm CBTT BCTT bán niên năm 2019,,,,
2020-02-25,investorRight,MEETING,Họp cổ đông,2020-03-16,2020-06-13,2020-06-13,ĐHĐCĐ thường niên năm 2020,,,,
2020-07-01,investorRight,DIVIDEND,Cổ tức bằng tiền,2020-07-14,2020-08-20,2020-08-20,Trả cổ tức năm 2019 (1200 đ/cp),1200,12,,2019
