Year,Quarter,1. Cash from sales and provide services andother revenue,2. Cash paid to suppliers of goodsand services,3. Cash payments to employees,4. Interest payments,5. Cash paid for corporate incometax,6. Proceeds from business,7. Cash for other business activities,8. Accumulated depreciation,Net cash inflows(outflows) from operating activities,1. Purchases of fixed assets and other long term assets,2. Proceeds from disposal of fixed assets,"3. Loans granted, purchases of debt instruments",4. ,5. Investments in other entities,6. Proceeds from divestment in other entities,7. Dividends and interest received,Net cash inflows/(outflows) from investing activities,1. Proceeds from issue of shares,2. Payments for share returns and repurchases,3. Proceeds from borrowings,4. Repayment of borrowings,5. Finance lease principal payments,6. Dividends paid,7. Interest received,Net cash inflows/(outflows) from financing activities,Net increase in cash and cash equivalents,Cash and cash equivalents at the beginning period,Effect of foreign exchange differences,Cash and cash equivalents at the end of period
2011,1,38019491416,-2648116278,-3604732465,0,-8552985322,5763491804,-17253450294,0,11723698861,0,0,-114515000000,101300000000,0,0,1414044159,-11800955841,0,0,0,0,0,0,0,0,-77256980,1906206897,0,1828949917
2012,1,51400294346,-1964801883,-3488283056,0,-6250000000,57608685998,-83673117156,0,13632778249,-27587650,3272727,-317000000000,300200000000,0,0,2391004048,-14433310875,0,0,0,0,0,0,0,0,-800532626,2776490128,0,1975957502
2013,1,68983107602,-21285456148,-4622949385,0,-3280804357,17639994559,-33050417706,0,24383474565,-886163437,65454545,-139900000000,104800000000,0,0,692638215,-35228070677,0,0,0,0,0,0,0,0,-10844596112,14359314554,0,3514718442
2015,1,89521675303,-15583599020,-6687607608,0,-1300000000,7235614232,-12060236613,0,61125846294,-12319954,0,-52900000000,40900000000,0,0,424176231,-11588143723,0,0,0,0,0,0,0,0,49537702571,29906427701,0,79444130272
2015,2,0,0,0,0,0,0,0,0,9956908712,-9240213266,0,-15500000000,0,0,0,2602070291,-22138142975,0,0,0,0,0,0,0,0,-12181234263,79444130272,0,67262896009
2016,1,94769446730,-4546529283,-8897746891,0,-4000000000,30232505530,-39802119763,0,67755556323,-11057000,0,-140950000000,74100000000,0,0,511558901,-66349498099,0,0,0,0,0,0,0,0,1406058224,3944760935,0,5350819159
2016,2,20828379533,-8640686486,2587101493,0,-4000000000,20413649392,-30808740558,0,379703374,-14685000,0,-34295000000,45795000000,0,0,605115745,12090430745,0,0,0,0,0,-12657289000,0,-12657289000,-187154881,5350819159,0,5163664278
2016,3,20674002270,-8461324493,-7935130517,0,-3000000000,31437085014,-21620034420,0,11094597854,-2923000,0,-133500000000,121350000000,0,0,1063076235,-11089846765,0,0,0,0,0,0,0,0,4751089,5163664278,0,5168415367
2016,4,13495088236,-8668715791,-2392507467,0,-5000000000,21870587341,-29770413245,0,-10465960926,-940000,0,-33308000000,67000000000,0,0,755681713,34446741713,0,0,0,0,0,-21870311000,0,-21870311000,2110469787,5168415367,0,7278885154
2017,1,106602086293,-8039258231,-10644052963,0,-4589912972,50735858611,-67718044293,0,66346676445,-2000000,0,-177000000000,108900000000,0,0,868379104,-67233620896,0,0,0,0,0,0,0,0,-886944451,7278885154,0,6391940703
2017,2,24705024522,-5268754741,1740021546,0,-3100000000,54160337434,-70110334995,0,2126293766,-15136000,1500000,-49900000000,83358000000,0,0,637928877,34082292877,0,0,0,0,0,-35451849720,0,-35451849720,756736923,6391940703,0,7148677626
2017,3,20585165309,-15750432643,-3147102370,-12054795,-500000000,103064941600,-127617436960,0,-23376919859,-98093177,-1500000,-187650000000,223500000000,0,0,1427717645,37178124468,0,0,16000000000,-16000000000,0,0,0,0,13801204609,7148677626,0,20949882235
2017,4,21593578306,-8837512059,-3014002810,0,-15500000000,86427220765,-114753075869,0,-34083791667,-89525579,103636364,-117400000000,169200000000,0,0,1093728206,52907838991,0,0,0,0,0,-34243134480,0,-34243134480,-15419087156,20949882235,0,5530795079
2018,1,110169274517,-7188454145,-10754929856,0,0,36330314782,-41150388459,0,87405816839,-4350000,29309090,-163350000000,77750000000,0,0,312237695,-85262803215,0,0,0,0,0,0,0,0,2143013624,5530795079,0,7673808703
2018,2,31926041195,-10688480915,-4153269293,0,-5000000000,48471754446,-56625835864,0,3930209569,0,-3854545,-111150000000,108450000000,0,0,1582703766,-1121150779,0,0,0,0,0,0,0,0,2809058790,7673808703,0,10482867493
2018,3,32561150615,697110118,-4220486298,0,0,-70530276860,60824483846,0,19331981421,-125783427,41545455,165207965753,-186200000000,0,0,1216046280,-19860225939,0,0,0,0,0,0,0,0,-528244518,10482867493,0,9954622975
2018,4,13907051923,-24151558816,-1801855272,0,-7900000000,-3815543844,20498013551,0,-3263892458,-8905351792,1345826852,12684834247,0,0,0,3792832895,8918142202,0,0,0,0,0,-3836400000,0,-3836400000,1817849744,9954622975,0,11772472719
2019,1,119995342500,-23502879956,-4138875818,0,-87687829,410561712,-8014475375,0,84661985234,0,0,-2000000000,0,0,0,933607832,-1066392168,0,0,0,0,0,0,0,0,83595593066,77708472719,0,161304065785
2019,3,0,0,0,0,0,0,0,0,12753300863,-11441874846,0,-53562000000,2000000000,0,0,1442059080,-61561815766,0,0,0,0,0,-25576000000,0,-25576000000,-74384514903,107998672691,0,33614157788
2019,4,15204876300,-10050164057,-1909830292,0,-14000000000,460331066,-2609407915,0,-12904194898,-2008877562,0,-66788000000,74020000000,0,0,6739307685,11962430123,0,0,0,0,0,0,0,0,-941764775,33614157788,0,32672393013
2020,1,36069096000,-6933399454,-2146369481,-608279413,-2866076396,305607880,-3821012268,0,19999566868,-724132000,0,-179924000000,88686000000,0,0,2242352579,-89719779421,0,0,87600000000,-45120000000,0,0,0,42480000000,-27240212553,32672393013,0,5432180460
2020,2,3348220000,-2932572321,-1913704618,-350681232,0,43031020,-423067922,0,-2228775073,0,0,-12800000000,66788000000,0,0,2595442902,56583442902,0,0,0,-42480000000,0,0,0,-42480000000,11874667829,5432180460,0,17306848289
