Year,Quarter,1. Sales,2. Sales deductions,3. Net sales,4. Cost of sales,5. Gross Profit,6. Financial income,7. of which: interest expenses,Interest expenses,8.Selling expenses,9. General and admin expenses,10 Operating profit/(loss),11. Other incomes,12. Other expenses,13. Net other income/(expenses),13b. Venture company profit/(loss),14. Net accounting profit/(loss) before tax,15. Business income tax - current,16. Business income tax - deferred,17. Business income tax expenses,18. Net profit/(loss) after tax,19. Minority Interests,20. Attributable to parent company,21. EPS Basis,22. EPS Diluted
2005,0,24031527094,0,24031527094,-7827847745,16203679349,1831260955,-471350300,-471350300,-4814298783,-2194892856,10554398365,45140149,-48239827,-3099678,0,10551298687,-2947139072,0,-2947139072,7604159615,0,7604159615,4757,0
2006,0,27938161021,0,27938161021,-7941909799,19996251222,2237017835,-180606490,-180606490,-5596577329,-2492880055,13963205183,103604845,-2037970,101566875,0,14064772058,-3929879536,0,-3929879536,10134892522,0,10134892522,6340,0
2007,0,32037454817,0,32037454817,-7982427683,24055027134,3445766663,-21662591,-21662591,-5775381975,-3355258861,18348490370,134860373,0,134860373,0,18483350743,-2583540784,0,-2583540784,15899809959,0,15899809959,9947,0
2008,0,36792831111,0,36792831111,-6002526702,30790304409,7086906032,-61321961,-61321961,-7079443737,-4608482826,26127961917,146396162,-7188183,139207979,0,26267169896,-3594590458,99169192,-3495421266,22771748630,0,22771748630,14246,0
2009,0,40752940414,0,40752940414,-4866274905,35886665509,8652333279,0,0,-8309938021,-4310099408,31918961359,113296387,0,113296387,0,32032257746,-5622254499,26902705,-5595351794,26436905952,0,26436905952,8269,0
2010,0,46507590367,0,46507590367,-1812600445,44694989922,10569072551,0,0,-9419122957,-5132145531,40712793985,73311851,0,73311851,0,40786105836,-10245485322,62640223,-10182845099,30603260737,0,30603260737,9572,0
2011,0,63109252852,0,63109252852,-2207645035,60901607817,18072761122,-1298331640,0,-8806953133,-5687723137,63181361029,277923435,-81648838,196274597,0,63377635626,-15853620148,235092443,-15618527705,47759107921,0,47759107921,14939,0
2012,0,77370701892,0,77370701892,-1921362381,75449339511,13233812975,-1055182288,0,-9862035931,-6537832783,71228101484,548981593,-58366908,490614685,0,71718716169,-18177289307,-79366300,-18256655607,53462060562,0,53462060562,16723,0
2013,0,100235704637,0,100235704637,-19571377487,80664327150,5015276154,-148506564,-26388889,-14180187773,-8021396292,63329512675,380912129,-117836261,263075868,0,63592588543,-16059280492,35407628,-16023872864,47568715679,0,47568715679,14879,0
2014,0,124496860626,0,124496860626,-35807875691,88688984935,5435295495,-43235889,-43235889,-16473831023,-7896897367,69710316151,1671750770,-13335260,1658415510,0,71368731661,-15452775636,-344730874,-15797506510,55571225151,0,55571225151,4346,0
2015,0,176295114053,0,176295114053,-81919174870,94375939183,5784441952,-15833749,0,-18047731165,-8243383821,73853432400,167452813,0,167452813,0,74020885213,-16277820018,-17152760,-16294972778,57725912435,0,57725912435,4269,0
2016,0,137536230320,0,137536230320,-26354632340,111181597980,8005553624,-1215386976,0,-20510412724,-11189850007,86271501897,243220369,0,243220369,0,86514722266,-17402396328,40314942,-17362081386,69152640880,0,69152640880,5116,5116
2017,0,156319548175,0,156319548175,-26738035678,129581512497,8221257928,417944249,0,-26336281433,-17536275215,94348158026,462254535,-866233451,-403978916,0,93944179110,-19082408376,0,-19082408376,74861770734,0,74861770734,5644,0
2018,0,171876807023,0,171876807023,-62797698066,109079108957,8440918473,0,0,-16981731644,-14202432658,86335863128,1018259257,-449531780,568727477,0,86904590605,-17409737124,-58277199,-17468014323,69436576282,0,69436576282,5430,0
2019,0,177230197219,0,177230197219,-86983894912,90246302307,17257381298,-6774782,0,-14561098984,-8830672285,84105137554,20004427,-110861409,-90856982,0,84014280572,-16866076396,0,-16866076396,67148204176,0,67148204176,5251,0
