date,bull,bigBull,cancelSell,bear,bigBear,cancelBuy
2019-12-02,13373,0,0,36127,0,0
2019-12-03,5735,0,1250,5415,0,500
2019-12-04,1500,0,0,17170,0,0
2019-12-05,12470,0,8780,2600,0,0
2019-12-06,23500,0,0,10590,0,0
2019-12-09,18270,0,0,1470,0,0
2019-12-10,4200,0,0,6190,0,0
2019-12-11,2925,0,0,76945,0,0
2019-12-12,6035,0,0,60715,0,0
2019-12-13,18730,0,1300,36040,0,1600
2019-12-16,33970,0,0,1620,0,0
2019-12-17,36775,25000,0,75475,25000,2000
2019-12-18,254720,175150,0,45150,0,55200
2019-12-19,61500,55010,0,41860,0,200
2019-12-20,417120,73500,9000,62630,0,840
2019-12-23,251257,170940,0,183753,65000,140
2019-12-24,78405,0,1830,150475,23000,0
2019-12-25,51730,0,0,239460,61900,4100
2019-12-26,69290,27800,2210,148460,30000,0
2019-12-27,112970,50500,0,110040,50500,6000
2019-12-30,56463,0,18000,146937,0,5110
2019-12-31,53580,0,0,126880,0,30
2020-01-02,49510,43000,0,73800,0,470
2020-01-03,44120,33000,6270,89640,0,0
2020-01-06,34125,0,3720,79315,0,0
2020-01-07,8325,0,10000,35635,0,570
2020-01-08,349486,48000,5000,195594,75984,5000
2020-01-09,74075,0,0,224995,143100,5900
2020-01-10,2605,0,0,38975,0,700
2020-01-13,39885,0,0,63375,36040,2520
2020-01-14,14495,0,19710,41385,0,0
2020-01-15,12780,0,0,10630,0,0
2020-01-16,139845,0,100,85495,0,5000
2020-01-17,85745,79000,0,58345,0,0
2020-01-20,8940,0,60,162610,116600,2000
2020-01-21,29600,0,580,120390,0,2000
2020-01-22,10560,0,0,19650,0,2480
2020-01-30,19125,0,19000,491525,246595,600
2020-01-31,131616,39940,7000,197344,119940,1000
2020-02-03,53780,0,1080,105130,0,0
2020-02-04,35035,0,1990,31055,0,0
2020-02-05,20815,0,0,96195,0,0
2020-02-06,64690,50000,0,153810,80040,11840
2020-02-07,30195,0,0,47705,0,290
2020-02-10,9915,0,0,15615,0,0
2020-02-11,28960,0,0,47530,0,0
2020-02-12,48030,0,10580,37800,0,1200
2020-02-13,58985,0,0,41005,0,5000
2020-02-14,25550,0,20,61060,32660,0
2020-02-17,43975,0,0,46235,0,0
2020-02-18,78212,0,110,15108,0,0
2020-02-19,1133,0,1030,16587,0,2150
2020-02-20,89495,32580,0,84215,36980,23690
2020-02-21,450,0,0,5450,0,0
2020-02-24,11360,0,0,26420,0,0
2020-02-25,139635,48000,30,104665,0,4500
2020-02-26,25535,0,0,22935,0,6000
2020-02-27,74820,0,8820,165270,74180,190
2020-02-28,7110,0,0,7150,0,0
2020-03-02,36220,0,7430,24580,0,0
2020-03-03,30485,0,0,25405,0,0
2020-03-04,56105,0,0,20775,0,0
2020-03-05,3290,0,0,2870,0,0
2020-03-06,9420,0,6480,12090,0,9000
2020-03-09,234400,196000,8600,212140,0,12000
2020-03-10,5120,0,0,24010,0,3500
2020-03-11,96305,35000,10000,48105,0,0
2020-03-12,27034,0,0,452166,323021,300
2020-03-13,78370,41870,0,24170,0,2840
2020-03-17,18530,0,0,9230,0,0
2020-03-18,16617,0,0,11263,0,0
2020-03-19,120625,102440,0,78295,37080,5000
2020-03-20,7749,0,0,921,0,500
2020-03-23,320,0,5020,4620,0,0
2020-03-24,32390,0,0,3350,0,30
2020-03-25,53450,0,7000,44610,0,500
2020-03-26,2080,0,0,6780,0,0
2020-03-27,2725,0,0,22375,0,15000
2020-03-30,1915,0,0,31645,0,0
2020-03-31,4167,0,0,59253,0,0
2020-04-01,31570,0,0,85040,0,50
2020-04-02,58305,58305,0,58305,58305,0
2020-04-03,17485,0,39720,111765,0,0
2020-04-06,5385,0,0,39115,0,100
2020-04-07,4605,0,100,22485,0,0
2020-04-08,6920,0,0,46260,0,360
2020-04-09,31115,0,0,84355,0,0
2020-04-10,8605,0,6820,121195,0,0
2020-04-13,9525,0,860,1195,0,9000
2020-04-14,34590,0,1300,31010,0,1000
2020-04-15,159500,65330,1000,149650,63260,0
2020-04-16,490765,172150,10,36855,0,9040
2020-04-17,501595,130000,16690,127435,39070,10020
2020-04-20,167111,42520,3330,191489,99000,3400
2020-04-21,73800,0,10000,248220,40000,2600
2020-04-22,139404,0,11020,79646,0,2000
2020-04-23,55507,0,1000,53253,0,20000
2020-04-24,82320,0,21500,41750,0,0
2020-04-27,58880,0,2000,71480,0,200
2020-04-28,28635,0,6870,29435,0,0
2020-04-29,74920,0,0,224520,0,4000
2020-05-04,38855,0,0,41115,0,0
2020-05-05,9280,0,1000,24340,0,100
