Year,Quarter,Current Assets,Cash and cash equivalents,Cash,Cash equivalents,Short-term financial investments,Short-term investments,Provisions for impairments of short-term investments,Accounts receivable,Trade accounts receivable,Prepayments to suppliers,Intercompany receivables,Receivables from financial investments,Other receivables,Provision for doubtful debts,Inventories,Inventories,Provision for decline in inventories,Other current assets,Short-term prepaired expenses,Shortage of current assets waiting for solution ,VAT deductible,Receivables from State,Margin deposits,Others,LOANS AND ADVANCES TO CUSTOMERS,Loans and advances to customers,Provision for credit loss,Long-Term Assets,Fixed Assets,Tangible fixed assets Accumulated depreciation,Cost,Accumulated depreciation,Finance lease assets,Cost,Accumulated depreciation,Intangible fixed assets,Cost,Accumulated depreciation,Construction in progress,Investment Properties,Cost,Accumulated depreciation,Long-term financial investments,Investments in subsidiaries,Investments in joint-ventures and associates,Other long-term investments,Prosivions for impairments in long-term investments,Other long-term assets,Long-term prepayments,Deferred income tax liabilities,Deferred income tax liabilities,Other long-term assets, Total Assets,Liabilites,Current liabilities,Short-term debts and borrowings,Trade payable,Advances from customers,Taxes payable to State,Payable to employees,Accrued expenses,Other payables,Bonus and welfare funds,Amount due to customers,Deposit from commercial banks,Deposits from customers,Long-term liabilities,"Long-term deposit, mortgage",Deferred income tax liabilities,Provision for severance allowances,Reserves,Unearned premium reserve,Technical reserve,Claim reserve,Catastrophe reserve,Dividend reserve,Equalization reserve,Sharehodler's Equity,Sharehodler's Equity,Owner's equity,Additional Paid-In Capital,Treasury shares,Other reserves,Foreign exchange revaluation,Reserves for investment and development,Financial researve funds,Statutory reserve,Retained earnings,"Other capital, funds",Bonus and Welfare fund (Before 2010),Minority Interests,
2014,4,2967314894717,285018753173,285018753173,0,767886613829,974362564728,-206475950899,694895699052,771306489344,2585554896,0,0,119727262529,-198723607717,4639167009,4639167009,0,322894717806,309919104841,0,0,0,0,12975612965,0,0,0,2177369952011,458283367449,97634489042,216068658174,-118434169132,0,0,0,315329810293,372174434617,-56844624324,45319068114,36963292049,40511535698,-3548243649,1544439534445,0,244491409760,1367228055354,-67279930669,18490855379,15369236271,1771474530,0,1350144578,5144684846728,2864743249604,2821730912130,0,546007301518,33137992777,40447818491,115532881653,52189153,42171610496,6455144577,0,0,0,43012337474,0,0,0,0,0,0,0,0,0,0,2183614553648,2183614553648,755000000000,1133484074449,0,0,0,0,3422334192,61962523605,203780235131,0,0,96327043476,5144684846728
2015,1,3172532971288,230466221736,230466221736,0,499343949448,713779907489,-214435958041,1061639700168,917977211971,4020053975,0,0,334902348260,-195259914038,6084768439,6084768439,0,443446805505,415809416868,0,0,0,0,27637388637,0,0,0,2334025457590,458016374063,98892502273,218811938361,-119919436088,0,0,0,313142069163,372174434617,-59032365454,45981802627,36750964249,40605175698,-3854211449,1792063414780,0,251673698627,1598172755354,-57783039201,17949690350,15200998309,1330620979,0,1418071062,5506558428878,3192626901953,994159823687,0,694015706870,39823995774,31315107758,77953322819,70657449,102764360472,-2534868654,0,0,0,39558159929,0,0,0,2158908918337,1303076265746,0,774723790875,81108861716,0,0,2216974776315,2216974776315,755000000000,1133484074449,0,0,0,25879476505,3408895126,67811284128,231391046107,0,0,96956750610,5506558428878
2015,2,3146616597090,333165873681,333165873681,0,572305491080,782613345472,-210307854392,961140063450,909333262538,4106360822,0,0,245460354128,-197759914038,4980971634,4980971634,0,349994049134,325116749034,0,0,0,0,24877300100,0,0,0,2225661931489,464326744852,101683988389,222990311498,-121306323109,0,0,0,310578733802,364212568587,-53633834785,52064022661,36441499356,40605175698,-4163676342,1642592040119,0,246886726266,1454609726354,-58904412501,18102170828,14803478787,1880620979,0,1418071062,5372278528579,3103465559035,3094229118951,0,615220565429,70962177764,42295724021,58764668682,76347901,46251566786,33334128978,0,0,0,9236440084,0,0,0,0,0,0,0,0,0,0,2171725723914,2171725723914,755000000000,1133484074449,0,0,0,0,3522158050,72221479259,176019254066,0,0,97087245630,5372278528579
2015,3,3292185535190,378867556081,283867556081,95000000000,540701576769,750848566072,-210146989303,855988829156,786833417412,3735661706,0,0,263179664076,-197759914038,4225728348,4225728348,0,406762071016,382341032804,0,0,0,0,24421038212,0,0,0,2333554580673,460444013862,99920947345,221346064996,-121425117651,0,0,0,308041134685,364263268587,-56222133902,52481931832,36128633741,40605175698,-4476541957,1791994576897,0,262236529711,1584262459687,-54504412501,18567249712,15268557671,1880620979,0,1418071062,5625740115863,3321615875816,3315757118295,0,629680296979,81142828573,38847638271,53919626560,78720659,31586353575,24973185200,0,0,0,5858757521,0,0,0,0,0,0,0,0,0,0,2206110512998,2206110512998,830498880000,1057985194449,0,0,0,0,3636623439,73904297560,208492294071,0,0,98013727049,5625740115863
2015,4,2942404850815,341247283181,256247283181,85000000000,563570951793,778063313716,-214492361923,602979923801,617622596772,2656612158,0,0,165580100594,-182879385723,4099920334,4099920334,0,330210523866,320816743410,0,0,0,0,9393780456,0,0,0,2296283340316,439106877353,137312033718,261194423493,-123882389775,0,0,0,301794843635,360607628587,-58812784952,0,35815768131,40605175698,-4789407567,1730702356562,0,256786329525,1553415729293,-79499702256,19522862917,16224170876,1880620979,0,0,5238688191131,2893753235878,2840315947520,0,341056340946,42607426798,45989652315,91953049356,50991256,37364423045,11851863566,0,0,0,53437288358,0,0,0,0,0,0,0,0,0,0,2249576595662,2249576595662,830498888000,1057985186449,0,0,0,0,3758247302,75202414348,250417012221,0,0,95358359591,5238688191131
2016,1,3997955780157,237653107888,227653107888,10000000000,1780172854409,125291147321,-23059808067,742635612378,822900957750,4085514600,0,0,141788411306,-226139271278,5937428715,5937428715,0,357977668223,331768995161,0,0,0,0,26208673062,0,0,0,1301194775635,455574934381,139424884153,264736425065,-125311540912,0,0,0,299336749837,360703028587,-61366278750,16813300391,35507148765,40605175698,-5098026933,686534310058,0,261326637954,118340841898,-5583169794,20251820471,15092776680,3887379107,0,0,5299150555792,2953898961189,2950818923459,0,564050120052,64218045763,34203124985,85916861611,80245790,41902568720,-3381535039,0,0,0,3080037730,0,0,0,0,0,0,0,0,0,0,2247092046743,2247092046743,830498888000,1057985186449,0,0,0,0,3752910759,74935662875,248256101061,0,0,98159547860,5299150555792
2016,2,4266087657750,279329912712,220329912712,59000000000,1884973112878,118545865057,-25006135512,937332904129,880824664435,3805600717,0,0,291462426886,-238759787909,5721949481,5721949481,0,343728308097,321975134767,0,0,0,0,21753173330,0,0,0,1059609732615,438360021409,141314065384,269182251882,-127868186498,0,0,0,297045956025,360912148587,-63866192562,0,35198529401,40605175698,-5406646297,540817665896,0,256752814490,75109543148,-4044691742,19316183161,14006200870,3887379107,0,0,5325697390365,3021705528140,3018898936410,0,699872371087,30000000,40409957430,52808229370,118343265,40956547484,40303569188,0,0,0,2806591730,0,0,0,0,0,0,0,0,0,0,2303991862225,2303991862225,830498888000,1057985186449,0,0,0,0,0,77323264585,202353109416,0,0,0,5325697390365
2016,3,4045609450775,253914873348,244914873348,9000000000,1628710778132,126539809956,-26041159246,1069960374748,957067485568,4123296600,0,0,332599992756,-223830400176,5590610413,5590610413,0,321279040269,300398886188,0,0,0,0,20880154081,0,0,0,1114374993766,450740430660,138913259082,263609836554,-124696577472,0,0,0,294248717005,354244973547,-59996256542,17578454573,34886518612,40605175698,-5718657086,596238391987,0,145350000000,75109543148,-3221151161,18593212103,14732865676,3860346427,0,0,5159984444541,3044386484297,3044185815567,0,636198392192,122824229679,18667499616,74284793781,0,51606646798,30594758819,0,0,0,200668730,0,0,0,0,0,0,0,0,0,0,2115597960244,2115597960244,830498880000,1057985186449,0,0,0,0,0,64052790161,134975942195,0,0,0,5159984444541
2016,4,4018593146226,284040221656,284040221656,0,1718497414313,132126532398,-32791245507,880180709027,900739465865,2936581290,0,0,200185644416,-223680982544,5374501997,5374501997,0,351473294603,345187219263,0,0,0,0,6286075340,0,0,0,1094454630682,407934037022,102055193861,224670375911,-122615182050,0,0,0,291926679630,354244973547,-62318293917,13952163531,73064889220,80927603856,-7862714636,592538391987,0,145350000000,75009543148,-3221151161,17305588974,13445242547,3860346427,0,0,5113047776908,2895213051736,2895054883006,0,580720360892,48731202295,18400442959,119041884622,0,44490076281,17045334368,0,0,0,158168730,0,0,0,0,0,0,0,0,0,0,2217834725172,2217834725172,913540378000,974943696449,0,0,0,0,0,64052790161,237212707123,0,0,0,5113047776908
2017,1,4128739486813,292047724416,267047724416,25000000000,1637019844739,134408668633,-63462082017,1125154513906,989340620308,4518640790,0,0,364495743193,-233200490385,5437659756,5437659756,0,446205760300,424586062799,0,0,0,0,21619697501,0,0,0,1176836198313,398774960850,99572431338,224704921365,-125132490027,0,0,0,285948745966,351831275547,-65882529581,13253783546,77532026997,86384943083,-8852916086,675777060344,0,145350000000,66415638763,29766296371,16905438309,12842626980,4062811329,0,0,5305575685126,3092672204373,3092513335643,0,745792979050,43552386060,50123043214,119119407005,0,49992843154,1143306768,0,0,0,158868730,0,0,0,0,0,0,0,0,0,0,2212903480753,2212903480753,913540378000,974943696449,0,0,0,0,0,73173469646,223160783220,0,0,0,5305575685126
