Year,Quarter,Gross written premium,Reinsurance premium assumed,Deductions,Reinsurance premium ceded,Premium deductions,Premium returns,Other deductions,Increase in unearned premium reserve and techinical reserve,Commission on reinsurance ceded,Other income,Income on reinsurance assumed,Income on reinsurance ceded,Income from other acitvites,Net sales from insurance business,Claim and maturity payment expenses,Claim expenses for reinsurance assumed,Deductions,Recoveries form reinsurance ceded,Subrogation recoveries,Salvages,Claim expenses on retained risks,Claim expenses using catastrophe reserve,Increase/(decrease) in claim reserve,Provision for catastrophe reserve,Other insurance operating expenses,Other underwriting expenses,Commissions,Expense of recourse against the third party,Expense of handling fully-indemnified goods,Risk minimization expenses,"Loss adjusting fee, risk assessment",Others,Other reinsurance assumed expenses,Other reinsurance ceded expenses,Other direct insurance operating expenses,Total direct insurance operating expenses,Gross insurance operating profit,Income from banking activities,Expenses from banking activities,Net operating income from banking activities,Revenue from other activities,Expenses from other activities,Net operating income from other activities,Selling expenses,General and administrative expenses,General and administrative expenses of insurance operation,General and administrative expenses of banking operation,General and administrative expenses of others operation,Net operating profit from insurance operation,Net profit from bank operation,Net profit from others operation,Income from financial activites,of which: interest expenses,Profit from financial activities,Other incomes,Other expenses,Net other profit,Shares of the profit of associates and joint ventures,Profit before tax,Equalisation reserve,Enterprise income tax for the year,Profit after tax,Minority Interest,Net profit attributable to shareholders of the group,Earnings per share
2009,4,491668496018,0,-193970506726,0,0,0,-193970506726,48057281242,24425345321,173148054,0,0,173148054,370353763909,-315067356965,0,99880096349,99880096349,0,0,-215187260616,38000000000,36504849061,-8930939679,-60451489563,-60451489563,0,0,0,0,0,-60451489563,0,0,0,-210064840797,160288923112,0,0,0,0,0,0,0,-124414337996,-124414337996,0,0,35874585116,0,0,70217156739,-36400635168,33816521571,1110838717,-31565570,1079273147,11192906182,81963286016,0,-8993394770,72969891246,1070207824,71899683422,0
2010,1,706346060900,0,-88309930990,-88309930990,0,0,0,-219085678324,13840904057,27399584,0,0,27399584,412818755227,-201012572329,0,25257585504,25257585504,0,0,-175754986825,0,-53012156794,-18541083897,-43950814937,-43950814937,0,0,0,0,0,-43950814937,0,0,0,-291259042453,121559712774,0,0,0,0,0,0,0,-124695800206,-124695800206,0,0,-3136087432,0,0,50721649211,-11196633457,39525015754,209792582,11706798,221499380,4751019638,41361447340,0,-5210366609,36151080731,1153119470,34997961261,0
2010,2,353078744240,86383448080,-213111625361,-198165929496,-231528893,-14714166972,0,98990383473,24621303426,856595719,0,0,856595719,350818849577,-165155359189,-32692222689,41760435058,39819074943,1721209046,220151069,-156087146820,0,-19007853284,-6790517009,-52630557943,-31715279543,-71673996516,-24450000,0,-3231019848,-464243999,43678430820,-20915278400,0,0,-234516075056,116302774521,0,0,0,0,0,0,0,-118273133384,-118273133384,0,0,-1970358863,0,0,62920513348,-30050281522,32870231826,312333629,-16058071,296275558,4194050156,35390198677,0,-9964398680,25425799997,1332611189,24093188808,0
2010,3,524451082043,0,-159769886879,-159769886879,0,0,0,-12954227337,15242344230,49796292,0,0,49796292,367019108349,-208466188948,0,65921866858,65921866858,0,0,-142544322090,0,-37686927711,-10940435855,-65623481826,-65623481826,0,0,0,0,0,-65623481826,0,0,0,-256795167482,110223940867,0,0,0,0,0,0,0,-110117186330,-110117186330,0,0,106754537,0,0,40853102548,-14504614927,26348487621,102961409,-42817912,60143497,3820051942,30335437597,0,-4302273839,26033163758,1356649262,24676514496,0
2010,4,489661557561,0,-196292730277,0,0,0,-196292730277,91106559536,26092693980,152817688,0,0,152817688,410720898488,-292976631809,0,22466883677,22466883677,0,0,-270509748132,32500000000,84619369123,-8801064819,-79459984120,-79459984120,0,0,0,0,0,-79459984120,0,0,0,-241651427948,169069470540,0,0,0,0,0,0,0,-157928733397,-157928733397,0,0,11140737143,0,0,92743363832,-55890863960,36852499872,971630083,-174737644,796892439,6963216862,55753346316,0,1231171635,56984517951,1283503648,55701014303,0
2011,1,755854422168,0,-152681390867,-152681390867,0,0,0,-235389520884,21817422709,107088894,0,0,107088894,389708022020,-188267714905,0,23250741859,23250741859,0,0,-165016973046,10000000000,-4512116731,-18095190939,-75088585150,0,0,0,0,0,0,0,0,0,-75088585150,-252712865866,136995156154,0,0,0,0,0,0,0,-120901987583,-120901987583,0,0,16093168571,0,0,55955021521,-14972987726,40982033795,2489853,501064,2990917,5603985073,62682178356,0,-7958463906,54723714450,1501547939,53222166511,0
2011,2,401137841333,99705257312,-159844606534,-156313858954,-112509046,-3418238534,0,65257307342,23855712349,586783861,0,0,586783861,430698295663,-207344893947,0,38642559728,38642559728,0,0,-168702334219,0,0,-10229954763,-107751227894,0,0,0,0,0,0,0,0,0,-107751227894,-286683516876,144014778787,0,0,0,0,0,0,0,-143203343051,-143203343051,0,0,811435736,0,0,121449323383,-72328767217,49120556166,110745409,-291820433,-181075024,9562030839,59312947717,0,-2750224312,56562723405,1944509465,54618213940,0
2011,3,542343925580,0,-164861573046,-164861573046,0,0,0,2778468004,24619119975,350698099,350698099,0,0,405230638612,-238726585905,0,43561805499,43561805499,0,0,-195164780406,0,-18583822020,-11324470576,-57026883305,-57026883305,-57026883305,0,0,0,0,0,0,0,0,-282099956307,123130682305,0,0,0,0,0,0,0,-127716947919,-127716947919,0,0,-4586265614,0,0,61158207933,-37905872943,23252334990,52853482,31958828,84812310,6751740919,25502622605,0,-12425197688,13077424917,2097047680,10980377237,0
2011,4,560835633738,0,-237264546502,0,0,0,-237264546502,135314758239,41355832456,581857145,0,0,581857145,500823535076,-1069513419274,0,738834522058,0,738834522058,0,-330678897216,39000000000,77976744822,-9707132632,-115308941478,-115308941478,0,0,0,0,0,-115308941478,0,0,0,-338718226504,162105308572,0,0,0,0,0,0,0,-159970207308,-159970207308,0,0,2135101264,0,0,94960407812,-47922486988,47037920824,4754851728,-3700235615,1054616113,10504963092,60732601293,0,-10142213242,50590388051,1783394495,48806993556,0
2012,1,689240706184,0,-84544745242,-80202379921,0,-4342365321,0,-212936357239,13315795855,1951442582,0,0,1951442582,407026842140,-232464082096,0,58912526720,58912526720,0,0,-173551555376,0,-9804993242,-18054158505,-92418048411,-92418048411,0,0,0,0,0,-92418048411,0,0,0,-293828755534,113198086606,0,0,0,0,0,0,0,-117025896783,-117025896783,0,0,-3827810177,0,0,61057555741,-19145692125,41911863616,282567439,-34691456,247875983,9557560689,47889490111,0,-9495139631,38394350480,1869057166,36525293314,0
