date,bull,bigBull,cancelSell,bear,bigBear,cancelBuy
2019-12-02,3494,0,0,17136,13000,1000
2019-12-03,15285,10000,150,10265,4000,0
2019-12-04,2543,0,0,4847,0,0
2019-12-05,2870,0,2980,5290,0,1000
2019-12-06,9581,0,100,6859,0,1130
2019-12-09,9599,0,1600,24051,4680,200
2019-12-10,11275,7075,0,7585,0,2000
2019-12-11,4710,4500,0,8600,4500,0
2019-12-12,6085,4980,0,4475,0,50
2019-12-13,6226,0,0,43984,39300,20
2019-12-16,3125,0,0,21375,8810,0
2019-12-17,3038,0,0,22352,4440,0
2019-12-18,12731,8000,0,16389,5000,0
2019-12-19,24700,20060,20020,1240,0,1000
2019-12-20,3484,0,150,14346,11420,400
2019-12-23,8578,0,0,24812,13820,1000
2019-12-24,6445,5175,0,46455,25000,180
2019-12-25,16120,13650,380,9340,6200,0
2019-12-26,11450,6500,1040,18150,17250,8410
2019-12-27,18850,15500,0,7400,6000,0
2019-12-30,26354,24000,2990,37966,36511,0
2019-12-31,3897,0,280,16453,15260,0
2020-01-02,10328,8231,0,8212,0,0
2020-01-03,27470,17850,7610,10140,0,5000
2020-01-06,15045,0,4080,11515,10000,0
2020-01-07,13050,0,1800,2830,0,1150
2020-01-08,16267,4982,0,14803,9000,490
2020-01-09,13089,9119,160,24661,10920,40
2020-01-10,31535,17200,0,8885,0,200
2020-01-13,21992,16157,0,11628,6000,0
2020-01-14,50,0,0,50,0,0
2020-01-15,11326,7076,0,10674,9924,0
2020-01-16,35731,29576,0,13949,8120,5970
2020-01-17,12909,8099,500,17771,10901,0
2020-01-20,7897,0,0,3803,0,0
2020-01-21,3851,0,0,6579,5000,0
2020-01-22,17089,16359,0,24391,10040,600
2020-01-30,17682,7012,5090,36188,26400,1000
2020-01-31,21418,17531,500,17632,5969,1000
2020-02-03,12625,9600,990,11165,0,200
2020-02-04,13707,9522,50,14133,11650,10
2020-02-05,42594,32150,5000,35616,7000,2500
2020-02-06,49409,14190,0,91611,49691,11190
2020-02-07,28702,13200,0,36448,26600,4400
2020-02-10,10692,5000,0,6668,0,2600
2020-02-11,38305,13000,500,17855,8000,1000
2020-02-12,22193,19040,0,21897,13800,3000
2020-02-13,2075,0,0,635,0,10
2020-02-14,22632,11722,4800,96188,36250,2210
2020-02-17,21915,4800,0,31705,20000,700
2020-02-18,70660,18880,0,75460,32080,4390
2020-02-19,35250,26180,1500,39750,29030,6390
2020-02-20,9616,5490,0,17304,0,1450
2020-02-21,21037,7692,1000,49093,29400,4000
2020-02-24,30506,19786,0,45804,31190,1220
2020-02-25,41869,27191,4000,39541,27819,600
2020-02-26,35639,9990,1000,34451,0,2260
2020-02-27,12995,7500,1000,10785,0,0
2020-02-28,39807,19457,1010,53413,33613,2500
2020-03-02,30395,20000,0,9805,0,0
2020-03-03,22244,8064,3000,30816,15000,5100
2020-03-04,14484,5100,0,19236,5070,7540
2020-03-05,34543,25813,10110,64567,35152,500
2020-03-06,40629,18959,500,38391,23041,3510
2020-03-09,18922,4910,15000,93008,35980,2000
2020-03-10,51353,25043,0,28117,17090,6000
2020-03-11,39588,25083,11100,86452,62717,1630
2020-03-12,51630,31860,60870,82770,41240,0
2020-03-13,21017,11597,4600,95813,56910,650
2020-03-17,7435,0,900,32475,0,4500
2020-03-18,27496,0,2740,47024,6500,500
2020-03-19,39844,8894,4480,112346,70620,8140
2020-03-20,11539,0,0,108711,53000,1010
2020-03-23,1460,0,500,92520,63040,500
2020-03-24,98003,58130,4100,208127,149397,13360
2020-03-25,107651,38161,0,306699,202810,7590
2020-03-26,39988,0,5450,72932,39750,4570
2020-03-27,45911,15313,2410,69719,30000,6600
2020-03-30,59640,0,13190,112940,79450,7560
2020-03-31,43560,0,370,87820,53640,9520
2020-04-01,60535,10000,13060,143725,9600,4230
2020-04-02,102130,102130,0,102130,102130,0
2020-04-03,37307,0,4390,15723,0,4200
2020-04-06,177600,88770,22810,119450,36260,6580
2020-04-07,112166,40219,16200,148704,23950,23710
2020-04-08,52780,15380,7520,176240,69000,17450
2020-04-09,221001,59211,22270,321649,210499,26950
2020-04-10,104252,27232,30700,249458,111478,17000
2020-04-13,335771,231101,19340,24999,0,1355710
2020-04-14,745613,593894,48490,38477,36256,152930
2020-04-15,181440,82320,12400,203340,104760,14910
2020-04-16,467599,276540,25730,287021,138091,48420
2020-04-17,434958,306470,16880,208692,136100,174240
2020-04-20,489240,386690,16970,506480,424080,37940
2020-04-21,126775,68425,63290,570185,454505,5210
2020-04-22,173310,63380,19000,150350,76230,19540
2020-04-23,61617,14420,4400,254023,150321,21860
2020-04-24,63927,10350,2000,94843,21818,20650
2020-04-27,206995,149965,8110,148215,101445,13390
2020-04-28,54180,31170,1160,56480,21260,10
2020-04-29,71320,26830,14700,62430,25000,8230
2020-05-04,93745,67060,10180,55915,0,3920
2020-05-05,76273,30070,930,120397,80990,7620
